name,price,link,image,category
Martina Store Women's Ribbed Cotton T-shirt - Black, 249.99,https://www.jumia.com.eg/martina-store-womens-ribbed-cotton-t-shirt-black-38531437.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/413583/1.jpg?2693,shirts
Hero Basics Hero Basic   V Neck T-shirt  For Men -White, 179.00,https://www.jumia.com.eg/hero-basics-hero-basic-v-neck-t-shirt-for-men-white-3783367.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/33873/1.jpg?7869,shirts
Martina Store Women's T-shirt Made Of Ribbed Cotton - White, 199.99,https://www.jumia.com.eg/martina-store-womens-t-shirt-made-of-ribbed-cotton-white-104489948.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/9984401/1.jpg?0604,shirts
Nileton T-Shirt Drop Shoulder Oversized Off White – Cotton, 315.00,https://www.jumia.com.eg/nileton-t-shirt-drop-shoulder-oversized-off-white-cotton-27055804.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/855072/1.jpg?8088,shirts
Women Long Sleeves Shirt - White, 337.50 -  412.50,https://www.jumia.com.eg/generic-women-long-sleeves-shirt-white-38085529.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/558083/1.jpg?3085,shirts
Mesery Women's Cotton Stretch Plain Tank Top - Black, 109.00,https://www.jumia.com.eg/mesery-womens-cotton-stretch-plain-tank-top-black-22611645.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/611622/1.jpg?8713,shirts
Women Long Sleeves Shirt - Off White, 412.50,https://www.jumia.com.eg/generic-women-long-sleeves-shirt-off-white-38085527.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/558083/1.jpg?3086,shirts
Martina Store Women's Ribbed Cotton T-shirt - Black, 149.99,https://www.jumia.com.eg/martina-store-womens-ribbed-cotton-t-shirt-black-62297800.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/879226/1.jpg?3845,shirts
Martina Store Women's Ribbed Cotton T-shirt - Rose, 249.99,https://www.jumia.com.eg/martina-store-womens-ribbed-cotton-t-shirt-rose-49278811.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/887294/1.jpg?4864,shirts
ADIDAS IDAS Men Golf Culture Graphic T-Shirt -Green, 1152.00,https://www.jumia.com.eg/adidas-idas-men-golf-culture-graphic-t-shirt-green-130482635.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/6284031/1.jpg?8879,shirts
Trendyol Navy Blue Oversize Wide Fit Woven Shirt TWOAW24GO00054, 494.00 -  617.00,https://www.jumia.com.eg/trendyol-navy-blue-oversize-wide-fit-woven-shirt-twoaw24go00054-129189552.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/5981921/1.jpg?6771,shirts
Girl's Blouse Made Of Cotton- White, 500.00,https://www.jumia.com.eg/generic-girls-blouse-made-of-cotton-white-46495290.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/259464/1.jpg?1619,shirts
Trendyol Stone Stitch Detailed Regular Pattern Knitted T-Shirt TWOAW25TS00016, 392.00 -  490.00,https://www.jumia.com.eg/trendyol-stone-stitch-detailed-regular-pattern-knitted-t-shirt-twoaw25ts00016-129189866.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/8981921/1.jpg?8155,shirts
' One-Shoulder Sequin Top With Bow – Elegant & Stylish, 277.50 -  337.50,https://www.jumia.com.eg/generic-one-shoulder-sequin-top-with-bow-elegant-stylish-131486852.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/8684131/1.jpg?4143,shirts
Women Long Sleeves Shirt - Blue, 285.00,https://www.jumia.com.eg/generic-women-long-sleeves-shirt-blue-38210676.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/601283/1.jpg?1435,shirts
Martina Store Women's T-shirt Made Of Ribbed Cotton - Black, 199.99,https://www.jumia.com.eg/womens-t-shirt-made-of-ribbed-cotton-black-martina-store-mpg3907744.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/003134/1.jpg?8046,shirts
Women Casual Roll Up Sleeves Shirt - Black, 348.00,https://www.jumia.com.eg/generic-women-casual-roll-up-sleeves-shirt-black-104314477.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/4413401/1.jpg?0784,shirts
Martina Store Women's T-shirt Made Of Ribbed Cotton - Violet, 149.99,https://www.jumia.com.eg/martina-store-womens-t-shirt-made-of-ribbed-cotton-violet-45834766.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/743854/1.jpg?7461,shirts
Trendyol Black-Ecru Oversize Color Block T-shirt - Men's Fashion, 596.00,https://www.jumia.com.eg/trendyol-black-ecru-oversize-color-block-t-shirt-mens-fashion-129189107.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/1981921/1.jpg?9066,shirts
Sun Set Long Sleeves Buttons Down Blouse CARAVATE - Purple, 495.00,https://www.jumia.com.eg/sun-set-long-sleeves-buttons-down-blouse-caravate-purple-23607971.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/970632/1.jpg?9440,shirts
Long Sleeve Button-Down Shirt - Relaxed Fit, 337.50 -  360.00,https://www.jumia.com.eg/generic-long-sleeve-button-down-shirt-relaxed-fit-124462700.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/7264421/1.jpg?9921,shirts
Martina Store Women's T-shirt Made Of Ribbed Cotton - Mint Green, 199.99,https://www.jumia.com.eg/martina-store-womens-t-shirt-made-of-ribbed-cotton-mint-green-46526556.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/562564/1.jpg?6949,shirts
Sun Set Long Sleeves Buttons Down Blouse CARAVATE-off White, 450.00 -  491.00,https://www.jumia.com.eg/sun-set-long-sleeves-buttons-down-blouse-caravate-off-white-40787364.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/378704/1.jpg?9025,shirts
Pink Blouse With Bow – Stylish Casual Top for Women, 430.00,https://www.jumia.com.eg/generic-pink-blouse-with-bow-stylish-casual-top-for-women-106066493.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/4660601/1.jpg?9644,shirts
Styley Women's Half Blouse Or Skirt Off White Color, 164.00,https://www.jumia.com.eg/styley-womens-half-blouse-or-skirt-off-white-color-18613212.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/231681/1.jpg?7027,shirts
Blanc Cut Cotton Lycra Undershirt O Neck - White, 200.00,https://www.jumia.com.eg/blanc-cut-cotton-lycra-undershirt-o-neck-white-27196338.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/369172/1.jpg?3276,shirts
Styley Black Blouse for Occasions - Trendy and Comfortable, 1399.00,https://www.jumia.com.eg/styley-black-blouse-for-occasions-trendy-and-comfortable-25967430.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/476952/1.jpg?4045,shirts
Blanc Half Sleeved Cotton Lycra Undershirt O Neck - Black, 200.00,https://www.jumia.com.eg/blanc-half-sleeved-cotton-lycra-undershirt-o-neck-black-27196357.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/369172/1.jpg?3274,shirts
Women's Blouse - Chic Workwear Top, 550.00,https://www.jumia.com.eg/generic-womens-blouse-chic-workwear-top-22355839.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/855322/1.jpg?5122,shirts
Defacto cto Man Slim Fit Short Sleeve Knitted T-Shirt - Black, 344.83 -  486.21,https://www.jumia.com.eg/defacto-cto-man-slim-fit-short-sleeve-knitted-t-shirt-black-130154045.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/0451031/1.jpg?8862,shirts
Shirt With Pocket - Stylish and Comfortable Casual Wear, 450.00,https://www.jumia.com.eg/generic-shirt-with-pocket-stylish-and-comfortable-casual-wear-130533974.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/9335031/1.jpg?9377,shirts
AKAI Cotton T-Shirt First Rate For Men - Light Grey, 300.00 -  350.00,https://www.jumia.com.eg/akai-cotton-t-shirt-first-rate-for-men-light-grey-10043585.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/534001/1.jpg?7806,shirts
Women Long Sleeves Shirt - Beige, 344.00 -  430.00,https://www.jumia.com.eg/generic-women-long-sleeves-shirt-beige-46301904.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/910364/1.jpg?0974,shirts
Solid Voile Blouse - Black, 335.00,https://www.jumia.com.eg/casual-solid-voile-blouse-black-generic-mpg785384.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/423861/1.jpg?5961,shirts
Women Long Sleeves Shirt - Olive Green, 273.75,https://www.jumia.com.eg/generic-women-long-sleeves-shirt-olive-green-130128772.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/7821031/1.jpg?9565,shirts
Boys White Shirt - Long Sleeves, 264.00 -  308.00,https://www.jumia.com.eg/generic-boys-white-shirt-long-sleeves-124792377.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/3297421/1.jpg?3088,shirts
Trendyol Trendyol Stone Bat Sleeve Regular Normal fit Woven Shirt TWOSS20GO0076, 564.00 -  705.00,https://www.jumia.com.eg/trendyol-trendyol-stone-bat-sleeve-regular-normal-fit-woven-shirt-twoss20go0076-129189891.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/8981921/1.jpg?2975,shirts
Burgundy Flared Long Sleeves Blouse., 375.00,https://www.jumia.com.eg/generic-burgundy-flared-long-sleeves-blouse.-18999014.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/099981/1.jpg?7805,shirts
Distinctive Modern Black Blouse, 450.00,https://www.jumia.com.eg/generic-distinctive-modern-black-blouse-96961116.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/116969/1.jpg?4027,shirts
Boys White Shirt - Long Sleeves, 330.00 -  365.00,https://www.jumia.com.eg/generic-boys-white-shirt-long-sleeves-28287266.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/278282/1.jpg?3376,shirts
Boys Cotton Short Sleeve Shirt - Stylish and Comfortable, 217.50 -  236.25,https://www.jumia.com.eg/generic-boys-cotton-short-sleeve-shirt-stylish-and-comfortable-40301852.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/810304/1.jpg?2632,shirts
Women Long Sleeves Shirt - Navy Blue, 344.00,https://www.jumia.com.eg/generic-women-long-sleeves-shirt-navy-blue-50017498.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/471005/1.jpg?2003,shirts
Women Long Sleeves Shirt Off White, 360.00,https://www.jumia.com.eg/generic-women-long-sleeves-shirt-off-white-27197371.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/379172/1.jpg?7169,shirts
Martina Store Women's Ribbed Cotton T-shirt - Green, 249.99,https://www.jumia.com.eg/martina-store-womens-ribbed-cotton-t-shirt-green-49278809.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/887294/1.jpg?2665,shirts
Martina Store Women's Ribbed Cotton T-shirt - Black, 169.99,https://www.jumia.com.eg/martina-store-womens-ribbed-cotton-t-shirt-black-39534859.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/843593/1.jpg?8915,shirts
ADIDAS Train Essentials Feelready Logo Training T-Shirt, 1064.00,https://www.jumia.com.eg/adidas-train-essentials-feelready-logo-training-t-shirt-132013414.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/4310231/1.jpg?3853,shirts
SHEIN Women's Full Printed Batwing Sleeve Blouse - Casual Oversized Top, 414.80 -  439.20,https://www.jumia.com.eg/shein-womens-full-printed-batwing-sleeve-blouse-casual-oversized-top-131366939.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/9663131/1.jpg?7104,shirts
Cotton Button Shirts - Comfortable Casual Wear for All Ages, 350.00 -  650.00,https://www.jumia.com.eg/generic-cotton-button-shirts-comfortable-casual-wear-for-all-ages-61760344.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/306716/1.jpg?9753,shirts
Defacto cto Man Boxy Fit Short Sleeve Knitted T-Shirt, 405.00 -  605.19,https://www.jumia.com.eg/defacto-cto-man-boxy-fit-short-sleeve-knitted-t-shirt-130154099.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/0451031/1.jpg?9097,shirts
Trendyol Light Khaki Sleeveless Woven Linen Look Blouse, 335.00,https://www.jumia.com.eg/trendyol-light-khaki-sleeveless-woven-linen-look-blouse-129189981.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/9981921/1.jpg?4150,shirts
Martina Store Women's T-shirt Made Of Ribbed Cotton - Red, 169.99,https://www.jumia.com.eg/martina-store-womens-t-shirt-made-of-ribbed-cotton-red-45834759.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/743854/1.jpg?7144,shirts
SHEIN Casual Solid Color Notch Neck Batwing Sleeve Shirt, 464.00,https://www.jumia.com.eg/shein-casual-solid-color-notch-neck-batwing-sleeve-shirt-129225018.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/0522921/1.jpg?3104,shirts
Women's Blouse, 550.00,https://www.jumia.com.eg/generic-womens-blouse-22323700.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/732322/1.jpg?5164,shirts
Martina Store Women's Ribbed Cotton T-shirt - Black, 169.99,https://www.jumia.com.eg/martina-store-womens-ribbed-cotton-t-shirt-black-104490204.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/2094401/1.jpg?0007,shirts
Martina Store Women's Ribbed Cotton T-shirt - Blue Sky, 249.99,https://www.jumia.com.eg/martina-store-womens-ribbed-cotton-t-shirt-blue-sky-49278793.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/787294/1.jpg?5060,shirts
Martina Store Women's T-shirt Made Of Ribbed Cotton - Sky Blue, 199.99,https://www.jumia.com.eg/martina-store-womens-t-shirt-made-of-ribbed-cotton-sky-blue-42223060.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/032224/1.jpg?8556,shirts
's Solid Oversize Shirt - White, 521.25,https://www.jumia.com.eg/generic-s-solid-oversize-shirt-white-63485916.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/958436/1.jpg?9082,shirts
Defacto cto Man Regular Fit Short Sleeve Knitted T-Shirt, 372.43,https://www.jumia.com.eg/defacto-cto-man-regular-fit-short-sleeve-knitted-t-shirt-130154065.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/0451031/1.jpg?8875,shirts
Trendyol Trendyol White Collar Embroidered Embroidery Detailed Regular Fit Cotton Woven Shirt TWOAW21GO0005, 586.00 -  732.00,https://www.jumia.com.eg/trendyol-trendyol-white-collar-embroidered-embroidery-detailed-regular-fit-cotton-woven-shirt-twoaw21go0005-129189344.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/3981921/1.jpg?3669,shirts
Trendyol Blue Padding Detailed Striped Pocket Flap Oversize Wide Fit Shirt TWOAW25GO00051, 542.00,https://www.jumia.com.eg/trendyol-blue-padding-detailed-striped-pocket-flap-oversize-wide-fit-shirt-twoaw25go00051-129189681.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/6981921/1.jpg?4122,shirts
Girl's Blouse Made Of Cotton, 450.00,https://www.jumia.com.eg/generic-girls-blouse-made-of-cotton-43130484.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/403134/1.jpg?8664,shirts
Nileton Sportswear - Sport Top Long Sleeves – Black, 395.00,https://www.jumia.com.eg/nileton-sportswear-sport-top-long-sleeves-black-26108129.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/180162/1.jpg?1468,shirts
Very Beautiful Blouse - Elegant Women's Fashion Top, 650.00,https://www.jumia.com.eg/generic-very-beautiful-blouse-elegant-womens-fashion-top-39822073.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/022893/1.jpg?4604,shirts
Women Long Sleeves Shirt -Turquoise Green, 344.00,https://www.jumia.com.eg/generic-women-long-sleeves-shirt-turquoise-green-102202631.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/6202201/1.jpg?2025,shirts
Martina Store Women's T-shirt Made Of Ribbed Cotton - Bagie, 249.99,https://www.jumia.com.eg/martina-store-womens-t-shirt-made-of-ribbed-cotton-bagie-49278805.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/887294/1.jpg?4939,shirts
Off-White Solid Tall Shirt for Women - Lightweight Cotton, 521.25,https://www.jumia.com.eg/generic-off-white-solid-tall-shirt-for-women-lightweight-cotton-21029916.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/992012/1.jpg?7928,shirts
Blanc Half Sleeved Cotton Lycra Undershirt V Neck - Black, 200.00,https://www.jumia.com.eg/blanc-half-sleeved-cotton-lycra-undershirt-v-neck-black-27196362.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/369172/1.jpg?3273,shirts
H.Brand Street Wear Casual T-shirt Polo Cotton - Multicolore, 359.00 -  369.00,https://www.jumia.com.eg/h.brand-street-wear-casual-t-shirt-polo-cotton-multicolore-130834300.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/3438031/1.jpg?1218,shirts
Martina Store Women's T-shirt Made Of Ribbed Cotton - Dark Green, 199.99,https://www.jumia.com.eg/martina-store-womens-t-shirt-made-of-ribbed-cotton-dark-green-77326204.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/262377/1.jpg?2766,shirts
Martina Store Women's T-shirt Made Of Ribbed Cotton - Pink, 169.99,https://www.jumia.com.eg/martina-store-womens-t-shirt-made-of-ribbed-cotton-pink-72882493.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/428827/1.jpg?3515,shirts
SHEIN Women's Casual Leopard Print Cut-Out Shoulder, 464.00,https://www.jumia.com.eg/shein-womens-casual-leopard-print-cut-out-shoulder-126906152.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/1609621/1.jpg?4334,shirts
Trendyol Blue Abstract Patterned Halter Neck Gather/Drape Detailed Knitted Blouse, 310.00,https://www.jumia.com.eg/trendyol-blue-abstract-patterned-halter-neck-gatherdrape-detailed-knitted-blouse-129190120.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/1091921/1.jpg?8287,shirts
Cotton Blouse - White, 999.00,https://www.jumia.com.eg/generic-cotton-blouse-white-45949566.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/594954/1.jpg?6385,shirts
ADIDAS IDAS Train Essentials Training Polo Shirt, 1165.00,https://www.jumia.com.eg/adidas-idas-train-essentials-training-polo-shirt-130704214.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/2407031/1.jpg?7840,shirts
Martina Store Women's T-shirt Made Of Ribbed Cotton - Grey, 149.99,https://www.jumia.com.eg/martina-store-womens-t-shirt-made-of-ribbed-cotton-grey-72882495.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/428827/1.jpg?3425,shirts
Martina Store Women's Ribbed Cotton T-shirt - White, 199.99,https://www.jumia.com.eg/womens-ribbed-cotton-t-shirt-white-martina-store-mpg3907474.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/003134/1.jpg?2685,shirts
Trendyol Black Strapless Collar Detailed Woven Blouse, 471.00,https://www.jumia.com.eg/trendyol-black-strapless-collar-detailed-woven-blouse-129189529.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/5981921/1.jpg?4355,shirts
Nileton Half Zipper Sport Top Long Sleeves - Royal Blue, 399.00,https://www.jumia.com.eg/nileton-half-zipper-sport-top-long-sleeves-royal-blue-58201096.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/010285/1.jpg?5994,shirts
Sleeveless Basic Blouse - Comfortable Women's Casual Top, 250.00,https://www.jumia.com.eg/generic-sleeveless-basic-blouse-comfortable-womens-casual-top-82569703.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/796528/1.jpg?3714,shirts
ADIDAS ADIDAS Core Chest Stripe Polo Shirt Golf Polo Shirts - Black, 1598.00,https://www.jumia.com.eg/adidas-adidas-core-chest-stripe-polo-shirt-golf-polo-shirts-black-131457027.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/0754131/1.jpg?7747,shirts
Blanc Half Sleeved Cotton Lycra Undershirt V Neck - Grey, 200.00,https://www.jumia.com.eg/blanc-half-sleeved-cotton-lycra-undershirt-v-neck-grey-27196361.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/369172/1.jpg?3274,shirts
Wear Printed Casual T-shirt - Grey, 168.00 -  188.00,https://www.jumia.com.eg/generic-wear-printed-casual-t-shirt-grey-68140972.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/904186/1.jpg?0025,shirts
Trendyol Blue Ruffle Detail Sleeveless Woven Blouse, 422.00 -  527.00,https://www.jumia.com.eg/trendyol-blue-ruffle-detail-sleeveless-woven-blouse-129189927.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/9981921/1.jpg?3169,shirts
Women Casual Roll Up Sleeves Shirt - Off-White, 347.00 -  348.00,https://www.jumia.com.eg/generic-women-casual-roll-up-sleeves-shirt-off-white-52875889.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/857825/1.jpg?4466,shirts
In Your Shoe Burgundy IYS Printed Regular Tee, 417.00,https://www.jumia.com.eg/in-your-shoe-burgundy-iys-printed-regular-tee-130116021.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/0611031/1.jpg?9712,shirts
Blanc Half Sleeved Cotton Lycra Undershirt O Neck- Grey, 200.00,https://www.jumia.com.eg/blanc-half-sleeved-cotton-lycra-undershirt-o-neck-grey-27196358.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/369172/1.jpg?3274,shirts
Dark Green Women Shirt - Stylish and Low Maintenance, 290.00 -  400.00,https://www.jumia.com.eg/generic-dark-green-women-shirt-stylish-and-low-maintenance-119316529.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/5613911/1.jpg?3725,shirts
Trendyol White Oversize Wide Fit Poor Sleeve Woven Shirt, 484.00 -  605.00,https://www.jumia.com.eg/trendyol-white-oversize-wide-fit-poor-sleeve-woven-shirt-129189893.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/8981921/1.jpg?3261,shirts
Martina Store Women's T-shirt Made Of Ribbed Cotton - White, 249.99,https://www.jumia.com.eg/martina-store-womens-t-shirt-made-of-ribbed-cotton-white-38531433.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/413583/1.jpg?2692,shirts
Martina Store Women's T-shirt Made Of Ribbed Cotton - Rose, 199.99,https://www.jumia.com.eg/martina-store-womens-t-shirt-made-of-ribbed-cotton-rose-46526553.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/562564/1.jpg?6740,shirts
Martina Store Women's Ribbed Cotton T-shirt - Mint Green, 199.99,https://www.jumia.com.eg/martina-store-womens-ribbed-cotton-t-shirt-mint-green-77326207.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/262377/1.jpg?2884,shirts
Defacto cto Woman Oversize Fit Knitted Short Sleeve T-Shirt, 206.90 -  444.83,https://www.jumia.com.eg/defacto-cto-woman-oversize-fit-knitted-short-sleeve-t-shirt-130154061.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/0451031/1.jpg?2172,shirts
Trendyol Pink Abstract Patterned Halter Neck Smocking/Drape Detailed Fitted Knitted Blouse TWOSS24BZ00630, 315.00,https://www.jumia.com.eg/trendyol-pink-abstract-patterned-halter-neck-smockingdrape-detailed-fitted-knitted-blouse-twoss24bz00630-129190121.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/1091921/1.jpg?1522,shirts
Styley Women's Half Blouse in White Color, 164.00 -  194.00,https://www.jumia.com.eg/styley-womens-half-blouse-in-white-color-9572346.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/32759/1.jpg?7108,shirts
Trendyol Green Oversize Dinosaur Embroidery T-Shirt for Men, 351.00,https://www.jumia.com.eg/trendyol-green-oversize-dinosaur-embroidery-t-shirt-for-men-129189188.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/1981921/1.jpg?2687,shirts
Trendyol White Front Pleat Detailed Oversize Wide Fit Woven Shirt TWOAW25GO00073, 606.00,https://www.jumia.com.eg/trendyol-white-front-pleat-detailed-oversize-wide-fit-woven-shirt-twoaw25go00073-129189695.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/6981921/1.jpg?3225,shirts
AKAI Attack On Titan Printed Cotton T-Shirt for Men - Black, 330.00 -  470.00,https://www.jumia.com.eg/attack-on-titan-printed-cotton-t-shirt-first-rate-for-men-black-akai-mpg956211.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/790312/1.jpg?0028,shirts
SHEIN VCAY Women's Tie Dye Short Sleeve T-Shirt, 308.55,https://www.jumia.com.eg/shein-vcay-womens-tie-dye-short-sleeve-t-shirt-88520528.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/502588/1.jpg?4700,shirts
Women Long Sleeves Black Shirt, 400.00,https://www.jumia.com.eg/women-long-sleeves-shirt-black-generic-mpg912280.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/298683/1.jpg?5047,shirts
SHEIN Women's Perforated Splice Casual Short Sleeve T-Shirt, 464.00,https://www.jumia.com.eg/shein-womens-perforated-splice-casual-short-sleeve-t-shirt-129224968.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/9422921/1.jpg?3043,shirts
Trendyol Stone Pocket Detailed Short Sleeve Regular Fit Woven Shirt TWOSS22GO0654, 573.00 -  717.00,https://www.jumia.com.eg/trendyol-stone-pocket-detailed-short-sleeve-regular-fit-woven-shirt-twoss22go0654-129189998.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/9981921/1.jpg?6017,shirts
AKAI Printed Cotton T-Shirt for Men - Black, 330.00 -  470.00,https://www.jumia.com.eg/akai-printed-cotton-t-shirt-for-men-black-44751618.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/615744/1.jpg?6745,shirts
